portfolio_id,stock_symbol,stock_name,quantity,stock_sector,purchase_price,current_price,YTD_Perf,3YR_Perf,5YR_Perf,total_cost,current_value,percent_of_portfolio
PORT-1004,MSFT,Microsoft Corporation,25,Technology,309.5025,426.99,-9.31,33.1,79.84,7737.5625,10674.75,0.45
PORT-1004,PLTR,Palantir Technologies Inc.,102,Technology,125.8845,143.34,-14.61,874.44,521.6,12840.219000000001,14620.68,0.62
PORT-1004,WMT,Walmart Inc.,6,Consumer Defensive,119.7254,118.9,5.86,150.93,168.39,718.3524,713.4000000000001,0.03
PORT-1004,JPM,JPMorgan Chase & Co.,50,Financial Services,296.2872,296.73,-7.95,134.12,102.77,14814.359999999999,14836.5,0.63
PORT-1004,UNH,UnitedHealth Group Incorporated,85,Healthcare,318.7283,382.53,14.6,-16.72,2.47,27091.9055,32515.05,1.38
PORT-1004,WMT,Walmart Inc.,86,Consumer Defensive,87.7196,118.9,5.86,150.93,168.39,7543.8856,10225.4,0.43
PORT-1004,BA,The Boeing Company,73,Industrials,192.898,228.78,0.44,11.22,-10.19,14081.554,16700.94,0.71
PORT-1004,MSFT,Microsoft Corporation,146,Technology,441.5569,426.99,-9.31,33.1,79.84,64467.3074,62340.54,2.64
PORT-1004,AAPL,Apple Inc.,108,Technology,267.331,312.51,15.53,78.78,157.97,28871.748000000003,33751.08,1.43
PORT-1004,CVS,CVS Health Corporation,27,Healthcare,73.656,92.97,18.01,53.55,27.78,1988.7120000000002,2510.19,0.11
PORT-1004,MA,Mastercard Incorporated,38,Financial Services,524.7424,493.75,-12.04,37.67,41.28,19940.211199999998,18762.5,0.8
PORT-1004,GOOG,Alphabet Inc.,81,Technology,288.6225,386.12,22.54,215.55,220.43,23378.4225,31275.72,1.33
PORT-1004,TSLA,"Tesla, Inc.",98,Consumer Cyclical,391.9204,442.1,0.92,116.79,112.58,38408.199199999995,43325.8,1.84
PORT-1004,MA,Mastercard Incorporated,75,Financial Services,450.4864,493.75,-12.04,37.67,41.28,33786.48,37031.25,1.57
PORT-1004,NVDA,NVIDIA Corporation,88,Technology,174.332,214.25,13.46,466.79,1220.61,15341.216,18854.0,0.8
PORT-1004,TSLA,"Tesla, Inc.",85,Consumer Cyclical,479.9924,442.1,0.92,116.79,112.58,40799.354,37578.5,1.59
PORT-1004,PYPL,"PayPal Holdings, Inc.",31,Financial Services,45.0728,44.46,-23.3,-27.9,-82.76,1397.2568,1378.26,0.06
PORT-1004,PG,The Procter & Gamble Company,10,Consumer Defensive,117.992,145.91,4.42,10.68,24.71,1179.92,1459.1,0.06
PORT-1004,UNH,UnitedHealth Group Incorporated,99,Healthcare,330.2486,382.53,14.6,-16.72,2.47,32694.6114,37870.469999999994,1.61
PORT-1004,PG,The Procter & Gamble Company,62,Consumer Defensive,159.2892,145.91,4.42,10.68,24.71,9875.9304,9046.42,0.38
PORT-1004,SOFI,"SoFi Technologies, Inc.",23,Financial Services,15.3615,16.97,-38.2,144.52,-25.08,353.3145,390.30999999999995,0.02
PORT-1004,INTC,Intel Corporation,140,Technology,108.3753,120.89,206.98,292.35,132.21,15172.542,16924.6,0.72
PORT-1004,ABBV,AbbVie Inc.,104,Healthcare,208.938,218.63,-3.09,76.46,135.02,21729.552,22737.52,0.96
PORT-1004,ABBV,AbbVie Inc.,71,Healthcare,191.706,218.63,-3.09,76.46,135.02,13611.125999999998,15522.73,0.66
PORT-1004,ABBV,AbbVie Inc.,142,Healthcare,183.09,218.63,-3.09,76.46,135.02,25998.78,31045.46,1.32
PORT-1004,BA,The Boeing Company,81,Industrials,168.225,228.78,0.44,11.22,-10.19,13626.225,18531.18,0.79
PORT-1004,GOOG,Alphabet Inc.,72,Technology,392.5266,386.12,22.54,215.55,220.43,28261.9152,27800.64,1.18
PORT-1004,VOO,Vanguard S&P 500 ETF,96,Index Funds / ETFs,676.1608,693.91,10.79,88.19,93.15,64911.436799999996,66615.36,2.82
PORT-1004,CVS,CVS Health Corporation,118,Healthcare,78.2595,92.97,18.01,53.55,27.78,9234.621000000001,10970.46,0.47
PORT-1004,GOOG,Alphabet Inc.,111,Technology,284.7742,386.12,22.54,215.55,220.43,31609.9362,42859.32,1.82
PORT-1004,ABBV,AbbVie Inc.,36,Healthcare,152.934,218.63,-3.09,76.46,135.02,5505.624,7870.68,0.33
PORT-1004,TSLA,"Tesla, Inc.",126,Consumer Cyclical,457.9744,442.1,0.92,116.79,112.58,57704.7744,55704.600000000006,2.36
PORT-1004,AMZN,"Amazon.com, Inc.",46,Consumer Cyclical,255.539,274.0,20.97,127.24,70.26,11754.794,12604.0,0.53
PORT-1004,AAPL,Apple Inc.,42,Technology,298.416,312.51,15.53,78.78,157.97,12533.472,13125.42,0.56
PORT-1004,PLTR,Palantir Technologies Inc.,112,Technology,119.259,143.34,-14.61,874.44,521.6,13357.008,16054.08,0.68
PORT-1004,AAPL,Apple Inc.,59,Technology,230.029,312.51,15.53,78.78,157.97,13571.711,18438.09,0.78
PORT-1004,PYPL,"PayPal Holdings, Inc.",102,Financial Services,44.1976,44.46,-23.3,-27.9,-82.76,4508.1552,4534.92,0.19
PORT-1004,PG,The Procter & Gamble Company,60,Consumer Defensive,104.7179,145.91,4.42,10.68,24.71,6283.074,8754.6,0.37
PORT-1004,CVS,CVS Health Corporation,20,Healthcare,71.8146,92.97,18.01,53.55,27.78,1436.292,1859.4,0.08
PORT-1004,CVS,CVS Health Corporation,25,Healthcare,76.4181,92.97,18.01,53.55,27.78,1910.4524999999999,2324.25,0.1
PORT-1004,INTC,Intel Corporation,29,Technology,129.0762,120.89,206.98,292.35,132.21,3743.2098,3505.81,0.15
PORT-1004,PYPL,"PayPal Holdings, Inc.",15,Financial Services,42.0096,44.46,-23.3,-27.9,-82.76,630.144,666.9,0.03
PORT-1004,BA,The Boeing Company,39,Industrials,181.683,228.78,0.44,11.22,-10.19,7085.637,8922.42,0.38
PORT-1004,ABBV,AbbVie Inc.,111,Healthcare,200.322,218.63,-3.09,76.46,135.02,22235.742000000002,24267.93,1.03
PORT-1004,PG,The Procter & Gamble Company,128,Consumer Defensive,107.6677,145.91,4.42,10.68,24.71,13781.4656,18676.48,0.79
PORT-1004,PLTR,Palantir Technologies Inc.,15,Technology,129.8598,143.34,-14.61,874.44,521.6,1947.8970000000002,2150.1,0.09
PORT-1004,PG,The Procter & Gamble Company,29,Consumer Defensive,148.9649,145.91,4.42,10.68,24.71,4319.9821,4231.39,0.18
PORT-1004,QQQ,Invesco QQQ Trust,37,Index Funds / ETFs,554.382,735.6,20.13,115.13,127.76,20512.134,27217.2,1.15
PORT-1004,XOM,Exxon Mobil Corporation,132,Energy,136.068,146.96,21.44,58.99,192.13,17960.976000000002,19398.72,0.82
PORT-1004,QQQ,Invesco QQQ Trust,28,Index Funds / ETFs,685.683,735.6,20.13,115.13,127.76,19199.124,20596.8,0.87
PORT-1004,ABBV,AbbVie Inc.,107,Healthcare,170.166,218.63,-3.09,76.46,135.02,18207.762,23393.41,0.99
PORT-1004,NVDA,NVIDIA Corporation,135,Technology,206.222,214.25,13.46,466.79,1220.61,27839.97,28923.75,1.23
PORT-1004,BA,The Boeing Company,94,Industrials,181.683,228.78,0.44,11.22,-10.19,17078.201999999997,21505.32,0.91
PORT-1004,GE,General Electric Company,89,Industrials,320.3821,320.82,0.17,302.24,365.69,28514.006899999997,28552.98,1.21
PORT-1004,PG,The Procter & Gamble Company,43,Consumer Defensive,110.6175,145.91,4.42,10.68,24.71,4756.552500000001,6274.13,0.27
PORT-1004,KO,The Coca-Cola Company,2,Consumer Defensive,62.0312,80.41,17.13,47.39,68.83,124.0624,160.82,0.01
PORT-1004,GE,General Electric Company,134,Industrials,326.7263,320.82,0.17,302.24,365.69,43781.324199999995,42989.88,1.82
PORT-1004,INTC,Intel Corporation,52,Technology,96.1983,120.89,206.98,292.35,132.21,5002.3116,6286.28,0.27
PORT-1004,INTC,Intel Corporation,65,Technology,93.7629,120.89,206.98,292.35,132.21,6094.5885,7857.85,0.33
PORT-1004,VOO,Vanguard S&P 500 ETF,44,Index Funds / ETFs,703.7592,693.91,10.79,88.19,93.15,30965.404799999997,30532.039999999997,1.29
PORT-1004,TSLA,"Tesla, Inc.",14,Consumer Cyclical,466.7816,442.1,0.92,116.79,112.58,6534.9424,6189.400000000001,0.26
PORT-1004,BA,The Boeing Company,39,Industrials,213.085,228.78,0.44,11.22,-10.19,8310.315,8922.42,0.38
PORT-1004,AAPL,Apple Inc.,110,Technology,248.68,312.51,15.53,78.78,157.97,27354.8,34376.1,1.46
PORT-1004,NVDA,NVIDIA Corporation,28,Technology,218.978,214.25,13.46,466.79,1220.61,6131.384,5999.0,0.25
PORT-1004,KO,The Coca-Cola Company,78,Consumer Defensive,69.377,80.41,17.13,47.39,68.83,5411.406,6271.98,0.27
PORT-1004,PYPL,"PayPal Holdings, Inc.",110,Financial Services,45.948,44.46,-23.3,-27.9,-82.76,5054.28,4890.6,0.21
PORT-1004,AMZN,"Amazon.com, Inc.",65,Consumer Cyclical,269.1315,274.0,20.97,127.24,70.26,17493.5475,17810.0,0.76
PORT-1004,PLTR,Palantir Technologies Inc.,39,Technology,106.008,143.34,-14.61,874.44,521.6,4134.312,5590.26,0.24
PORT-1004,ABBV,AbbVie Inc.,100,Healthcare,213.246,218.63,-3.09,76.46,135.02,21324.600000000002,21863.0,0.93
PORT-1004,SOFI,"SoFi Technologies, Inc.",48,Financial Services,14.3913,16.97,-38.2,144.52,-25.08,690.7823999999999,814.56,0.03
PORT-1004,MA,Mastercard Incorporated,67,Financial Services,499.9904,493.75,-12.04,37.67,41.28,33499.3568,33081.25,1.4
PORT-1004,GOOG,Alphabet Inc.,41,Technology,315.5606,386.12,22.54,215.55,220.43,12937.984600000002,15830.92,0.67
PORT-1004,MSFT,Microsoft Corporation,129,Technology,449.8103,426.99,-9.31,33.1,79.84,58025.528699999995,55081.71,2.34
PORT-1004,JPM,JPMorgan Chase & Co.,38,Financial Services,251.3952,296.73,-7.95,134.12,102.77,9553.0176,11275.740000000002,0.48
PORT-1004,AAPL,Apple Inc.,78,Technology,230.029,312.51,15.53,78.78,157.97,17942.262,24375.78,1.03
PORT-1004,CVS,CVS Health Corporation,82,Healthcare,73.656,92.97,18.01,53.55,27.78,6039.792,7623.54,0.32
PORT-1004,ABBV,AbbVie Inc.,20,Healthcare,236.94,218.63,-3.09,76.46,135.02,4738.8,4372.6,0.19
PORT-1004,BA,The Boeing Company,54,Industrials,170.468,228.78,0.44,11.22,-10.19,9205.271999999999,12354.12,0.52
PORT-1004,KO,The Coca-Cola Company,122,Consumer Defensive,61.215,80.41,17.13,47.39,68.83,7468.2300000000005,9810.02,0.42
PORT-1004,TSLA,"Tesla, Inc.",54,Consumer Cyclical,396.324,442.1,0.92,116.79,112.58,21401.496,23873.4,1.01
PORT-1004,PLTR,Palantir Technologies Inc.,91,Technology,104.6829,143.34,-14.61,874.44,521.6,9526.143900000001,13043.94,0.55
PORT-1004,JPM,JPMorgan Chase & Co.,78,Financial Services,305.2656,296.73,-7.95,134.12,102.77,23810.716800000002,23144.940000000002,0.98
PORT-1004,AAPL,Apple Inc.,64,Technology,310.85,312.51,15.53,78.78,157.97,19894.4,20000.64,0.85
PORT-1004,VOO,Vanguard S&P 500 ETF,135,Index Funds / ETFs,496.7712,693.91,10.79,88.19,93.15,67064.11200000001,93677.84999999999,3.97
PORT-1004,PLTR,Palantir Technologies Inc.,8,Technology,129.8598,143.34,-14.61,874.44,521.6,1038.8784,1146.72,0.05
PORT-1004,MSFT,Microsoft Corporation,145,Technology,350.7695,426.99,-9.31,33.1,79.84,50861.5775,61913.55,2.63
PORT-1004,PLTR,Palantir Technologies Inc.,149,Technology,127.2096,143.34,-14.61,874.44,521.6,18954.2304,21357.66,0.91
PORT-1005,BA,The Boeing Company,50,Industrials,192.898,228.78,0.44,11.22,-10.19,9644.9,11439.0,0.42
PORT-1005,MA,Mastercard Incorporated,94,Financial Services,480.1888,493.75,-12.04,37.67,41.28,45137.7472,46412.5,1.7
PORT-1005,SOFI,"SoFi Technologies, Inc.",63,Financial Services,15.5232,16.97,-38.2,144.52,-25.08,977.9616,1069.11,0.04
PORT-1005,NVDA,NVIDIA Corporation,14,Technology,155.198,214.25,13.46,466.79,1220.61,2172.772,2999.5,0.11
PORT-1005,GOOG,Alphabet Inc.,150,Technology,404.0715,386.12,22.54,215.55,220.43,60610.725000000006,57918.0,2.12
PORT-1005,CVS,CVS Health Corporation,27,Healthcare,76.4181,92.97,18.01,53.55,27.78,2063.2887,2510.19,0.09
PORT-1005,SOFI,"SoFi Technologies, Inc.",106,Financial Services,15.5232,16.97,-38.2,144.52,-25.08,1645.4592,1798.82,0.07
PORT-1005,GOOG,Alphabet Inc.,35,Technology,300.1674,386.12,22.54,215.55,220.43,10505.859,13514.2,0.5
PORT-1005,VOO,Vanguard S&P 500 ETF,116,Index Funds / ETFs,758.956,693.91,10.79,88.19,93.15,88038.89600000001,80493.56,2.95
PORT-1005,INTC,Intel Corporation,125,Technology,114.4638,120.89,206.98,292.35,132.21,14307.975,15111.25,0.55
PORT-1005,NVDA,NVIDIA Corporation,20,Technology,189.214,214.25,13.46,466.79,1220.61,3784.2799999999997,4285.0,0.16
PORT-1005,NVDA,NVIDIA Corporation,21,Technology,187.088,214.25,13.46,466.79,1220.61,3928.848,4499.25,0.16
PORT-1005,BA,The Boeing Company,58,Industrials,181.683,228.78,0.44,11.22,-10.19,10537.614,13269.24,0.49
PORT-1005,WMT,Walmart Inc.,7,Consumer Defensive,90.0904,118.9,5.86,150.93,168.39,630.6328,832.3000000000001,0.03
PORT-1005,XOM,Exxon Mobil Corporation,23,Energy,162.69,146.96,21.44,58.99,192.13,3741.87,3380.0800000000004,0.12
PORT-1005,AAPL,Apple Inc.,131,Technology,261.114,312.51,15.53,78.78,157.97,34205.933999999994,40938.81,1.5
PORT-1005,CVS,CVS Health Corporation,41,Healthcare,92.9907,92.97,18.01,53.55,27.78,3812.6187,3811.77,0.14
PORT-1005,TSLA,"Tesla, Inc.",149,Consumer Cyclical,343.4808,442.1,0.92,116.79,112.58,51178.6392,65872.90000000001,2.42
PORT-1005,PLTR,Palantir Technologies Inc.,50,Technology,133.8351,143.34,-14.61,874.44,521.6,6691.755000000001,7167.0,0.26
PORT-1005,KO,The Coca-Cola Company,5,Consumer Defensive,66.9284,80.41,17.13,47.39,68.83,334.642,402.04999999999995,0.01
PORT-1005,GE,General Electric Company,122,Industrials,291.8332,320.82,0.17,302.24,365.69,35603.6504,39140.04,1.44
PORT-1005,MA,Mastercard Incorporated,135,Financial Services,480.1888,493.75,-12.04,37.67,41.28,64825.488000000005,66656.25,2.44
PORT-1005,AAPL,Apple Inc.,121,Technology,267.331,312.51,15.53,78.78,157.97,32347.051000000003,37813.71,1.39
PORT-1005,QQQ,Invesco QQQ Trust,104,Index Funds / ETFs,627.327,735.6,20.13,115.13,127.76,65242.008,76502.40000000001,2.81
PORT-1005,UNH,UnitedHealth Group Incorporated,39,Healthcare,368.6496,382.53,14.6,-16.72,2.47,14377.334400000002,14918.669999999998,0.55
PORT-1005,WMT,Walmart Inc.,9,Consumer Defensive,101.9444,118.9,5.86,150.93,168.39,917.4996,1070.1000000000001,0.04
PORT-1005,VOO,Vanguard S&P 500 ETF,30,Index Funds / ETFs,614.0644,693.91,10.79,88.19,93.15,18421.932,20817.3,0.76
PORT-1005,BA,The Boeing Company,15,Industrials,217.571,228.78,0.44,11.22,-10.19,3263.565,3431.7,0.13
PORT-1005,GE,General Electric Company,2,Industrials,329.8984,320.82,0.17,302.24,365.69,659.7968,641.64,0.02
PORT-1005,CVS,CVS Health Corporation,4,Healthcare,75.4974,92.97,18.01,53.55,27.78,301.9896,371.88,0.01
PORT-1005,VOO,Vanguard S&P 500 ETF,148,Index Funds / ETFs,703.7592,693.91,10.79,88.19,93.15,104156.36159999999,102698.68,3.77
PORT-1005,INTC,Intel Corporation,69,Technology,124.2054,120.89,206.98,292.35,132.21,8570.1726,8341.41,0.31
PORT-1005,MSFT,Microsoft Corporation,132,Technology,359.0229,426.99,-9.31,33.1,79.84,47391.0228,56362.68,2.07
PORT-1005,GOOG,Alphabet Inc.,133,Technology,423.313,386.12,22.54,215.55,220.43,56300.629,51353.96,1.88
PORT-1005,WMT,Walmart Inc.,82,Consumer Defensive,93.6466,118.9,5.86,150.93,168.39,7679.0212,9749.800000000001,0.36
PORT-1005,XOM,Exxon Mobil Corporation,8,Energy,147.9,146.96,21.44,58.99,192.13,1183.2,1175.68,0.04
PORT-1005,XOM,Exxon Mobil Corporation,35,Energy,122.757,146.96,21.44,58.99,192.13,4296.495,5143.6,0.19
PORT-1005,BA,The Boeing Company,83,Industrials,237.758,228.78,0.44,11.22,-10.19,19733.914,18988.74,0.7
PORT-1005,MSFT,Microsoft Corporation,57,Technology,342.5161,426.99,-9.31,33.1,79.84,19523.417699999998,24338.43,0.89
PORT-1005,BA,The Boeing Company,48,Industrials,219.814,228.78,0.44,11.22,-10.19,10551.072,10981.44,0.4
PORT-1005,WMT,Walmart Inc.,60,Consumer Defensive,109.0568,118.9,5.86,150.93,168.39,6543.407999999999,7134.0,0.26
PORT-1005,MA,Mastercard Incorporated,80,Financial Services,351.4784,493.75,-12.04,37.67,41.28,28118.272,39500.0,1.45
PORT-1005,AMZN,"Amazon.com, Inc.",16,Consumer Cyclical,222.917,274.0,20.97,127.24,70.26,3566.672,4384.0,0.16
PORT-1005,CVS,CVS Health Corporation,39,Healthcare,76.4181,92.97,18.01,53.55,27.78,2980.3059,3625.83,0.13
PORT-1005,MA,Mastercard Incorporated,87,Financial Services,445.536,493.75,-12.04,37.67,41.28,38761.632,42956.25,1.58
PORT-1005,MSFT,Microsoft Corporation,22,Technology,433.3035,426.99,-9.31,33.1,79.84,9532.677,9393.78,0.34
PORT-1005,MA,Mastercard Incorporated,15,Financial Services,529.6928,493.75,-12.04,37.67,41.28,7945.392000000001,7406.25,0.27
PORT-1005,QQQ,Invesco QQQ Trust,138,Index Funds / ETFs,663.7995,735.6,20.13,115.13,127.76,91604.33099999999,101512.8,3.72
PORT-1005,INTC,Intel Corporation,113,Technology,115.6815,120.89,206.98,292.35,132.21,13072.0095,13660.57,0.5
PORT-1005,XOM,Exxon Mobil Corporation,30,Energy,152.337,146.96,21.44,58.99,192.13,4570.11,4408.8,0.16
PORT-1005,KO,The Coca-Cola Company,81,Consumer Defensive,85.701,80.41,17.13,47.39,68.83,6941.780999999999,6513.21,0.24
PORT-1005,VOO,Vanguard S&P 500 ETF,78,Index Funds / ETFs,538.1688,693.91,10.79,88.19,93.15,41977.1664,54124.979999999996,1.98
PORT-1005,ABBV,AbbVie Inc.,96,Healthcare,187.398,218.63,-3.09,76.46,135.02,17990.208,20988.48,0.77
PORT-1005,PYPL,"PayPal Holdings, Inc.",78,Financial Services,35.8832,44.46,-23.3,-27.9,-82.76,2798.8896,3467.88,0.13
PORT-1005,ABBV,AbbVie Inc.,27,Healthcare,178.782,218.63,-3.09,76.46,135.02,4827.1140000000005,5903.01,0.22
PORT-1005,AAPL,Apple Inc.,13,Technology,220.7035,312.51,15.53,78.78,157.97,2869.1455,4062.63,0.15
PORT-1005,UNH,UnitedHealth Group Incorporated,119,Healthcare,387.8501,382.53,14.6,-16.72,2.47,46154.1619,45521.07,1.67
PORT-1005,UNH,UnitedHealth Group Incorporated,70,Healthcare,380.1699,382.53,14.6,-16.72,2.47,26611.893,26777.1,0.98
PORT-1005,GE,General Electric Company,90,Industrials,241.0796,320.82,0.17,302.24,365.69,21697.164,28873.8,1.06
PORT-1005,GE,General Electric Company,53,Industrials,250.5959,320.82,0.17,302.24,365.69,13281.5827,17003.46,0.62
PORT-1005,MA,Mastercard Incorporated,8,Financial Services,539.5936,493.75,-12.04,37.67,41.28,4316.7488,3950.0,0.14
PORT-1005,PG,The Procter & Gamble Company,12,Consumer Defensive,159.2892,145.91,4.42,10.68,24.71,1911.4704,1750.92,0.06
PORT-1005,WMT,Walmart Inc.,64,Consumer Defensive,112.613,118.9,5.86,150.93,168.39,7207.232,7609.6,0.28
PORT-1005,QQQ,Invesco QQQ Trust,38,Index Funds / ETFs,576.2655,735.6,20.13,115.13,127.76,21898.089,27952.8,1.02
PORT-1005,PG,The Procter & Gamble Company,13,Consumer Defensive,116.5171,145.91,4.42,10.68,24.71,1514.7223,1896.83,0.07
PORT-1005,VOO,Vanguard S&P 500 ETF,118,Index Funds / ETFs,696.8596,693.91,10.79,88.19,93.15,82229.4328,81881.37999999999,3.0
PORT-1005,AAPL,Apple Inc.,76,Technology,258.0055,312.51,15.53,78.78,157.97,19608.417999999998,23750.76,0.87
PORT-1005,VOO,Vanguard S&P 500 ETF,90,Index Funds / ETFs,758.956,693.91,10.79,88.19,93.15,68306.04000000001,62451.899999999994,2.29
PORT-1005,MA,Mastercard Incorporated,53,Financial Services,420.784,493.75,-12.04,37.67,41.28,22301.552,26168.75,0.96
PORT-1005,QQQ,Invesco QQQ Trust,83,Index Funds / ETFs,736.7445,735.6,20.13,115.13,127.76,61149.7935,61054.8,2.24
PORT-1005,TSLA,"Tesla, Inc.",118,Consumer Cyclical,334.6736,442.1,0.92,116.79,112.58,39491.484800000006,52167.8,1.91
PORT-1005,GOOG,Alphabet Inc.,143,Technology,277.0776,386.12,22.54,215.55,220.43,39622.0968,55215.16,2.02
PORT-1005,SOFI,"SoFi Technologies, Inc.",107,Financial Services,12.7743,16.97,-38.2,144.52,-25.08,1366.8501,1815.79,0.07
PORT-1005,GE,General Electric Company,147,Industrials,310.8658,320.82,0.17,302.24,365.69,45697.2726,47160.54,1.73
PORT-1005,QQQ,Invesco QQQ Trust,22,Index Funds / ETFs,663.7995,735.6,20.13,115.13,127.76,14603.589,16183.2,0.59
PORT-1005,SOFI,"SoFi Technologies, Inc.",116,Financial Services,11.9658,16.97,-38.2,144.52,-25.08,1388.0328,1968.52,0.07
PORT-1005,INTC,Intel Corporation,88,Technology,114.4638,120.89,206.98,292.35,132.21,10072.814400000001,10638.32,0.39
PORT-1005,KO,The Coca-Cola Company,86,Consumer Defensive,66.1122,80.41,17.13,47.39,68.83,5685.6492,6915.259999999999,0.25
PORT-1005,WMT,Walmart Inc.,127,Consumer Defensive,84.1634,118.9,5.86,150.93,168.39,10688.7518,15100.300000000001,0.55
PORT-1005,KO,The Coca-Cola Company,120,Consumer Defensive,71.8256,80.41,17.13,47.39,68.83,8619.072,9649.199999999999,0.35
PORT-1005,AMZN,"Amazon.com, Inc.",125,Consumer Cyclical,244.665,274.0,20.97,127.24,70.26,30583.125,34250.0,1.26
PORT-1005,MA,Mastercard Incorporated,42,Financial Services,544.544,493.75,-12.04,37.67,41.28,22870.847999999998,20737.5,0.76
PORT-1005,PYPL,"PayPal Holdings, Inc.",29,Financial Services,32.3824,44.46,-23.3,-27.9,-82.76,939.0895999999999,1289.34,0.05
PORT-1005,WMT,Walmart Inc.,109,Consumer Defensive,122.0962,118.9,5.86,150.93,168.39,13308.4858,12960.1,0.48
PORT-1005,TSLA,"Tesla, Inc.",129,Consumer Cyclical,312.6556,442.1,0.92,116.79,112.58,40332.5724,57030.9,2.09
PORT-1005,AAPL,Apple Inc.,88,Technology,242.463,312.51,15.53,78.78,157.97,21336.744,27500.879999999997,1.01
PORT-1005,PLTR,Palantir Technologies Inc.,56,Technology,109.9833,143.34,-14.61,874.44,521.6,6159.0648,8027.04,0.29
PORT-1005,TSLA,"Tesla, Inc.",142,Consumer Cyclical,449.1672,442.1,0.92,116.79,112.58,63781.742399999996,62778.200000000004,2.3
PORT-1005,GE,General Electric Company,140,Industrials,314.0379,320.82,0.17,302.24,365.69,43965.306,44914.799999999996,1.65
PORT-1005,SOFI,"SoFi Technologies, Inc.",135,Financial Services,16.9785,16.97,-38.2,144.52,-25.08,2292.0975,2290.95,0.08
PORT-1005,PYPL,"PayPal Holdings, Inc.",28,Financial Services,33.2576,44.46,-23.3,-27.9,-82.76,931.2127999999999,1244.88,0.05
PORT-1005,PYPL,"PayPal Holdings, Inc.",45,Financial Services,47.2608,44.46,-23.3,-27.9,-82.76,2126.7360000000003,2000.7,0.07
PORT-1005,NVDA,NVIDIA Corporation,110,Technology,159.45,214.25,13.46,466.79,1220.61,17539.5,23567.5,0.86
PORT-1005,MSFT,Microsoft Corporation,131,Technology,301.2491,426.99,-9.31,33.1,79.84,39463.6321,55935.69,2.05
PORT-1005,PG,The Procter & Gamble Company,64,Consumer Defensive,134.2159,145.91,4.42,10.68,24.71,8589.8176,9338.24,0.34
PORT-1005,PYPL,"PayPal Holdings, Inc.",132,Financial Services,37.196,44.46,-23.3,-27.9,-82.76,4909.871999999999,5868.72,0.22
PORT-1005,JPM,JPMorgan Chase & Co.,36,Financial Services,302.2728,296.73,-7.95,134.12,102.77,10881.820800000001,10682.28,0.39
PORT-1005,AAPL,Apple Inc.,101,Technology,282.8735,312.51,15.53,78.78,157.97,28570.223499999996,31563.51,1.16
PORT-1005,PG,The Procter & Gamble Company,55,Consumer Defensive,150.4398,145.91,4.42,10.68,24.71,8274.189,8025.05,0.29
PORT-1005,UNH,UnitedHealth Group Incorporated,79,Healthcare,387.8501,382.53,14.6,-16.72,2.47,30640.1579,30219.87,1.11
PORT-1005,AMZN,"Amazon.com, Inc.",61,Consumer Cyclical,277.287,274.0,20.97,127.24,70.26,16914.506999999998,16714.0,0.61
PORT-1005,SOFI,"SoFi Technologies, Inc.",103,Financial Services,12.7743,16.97,-38.2,144.52,-25.08,1315.7529,1747.9099999999999,0.06
PORT-1005,MA,Mastercard Incorporated,11,Financial Services,400.9824,493.75,-12.04,37.67,41.28,4410.8063999999995,5431.25,0.2
PORT-1005,WMT,Walmart Inc.,13,Consumer Defensive,100.759,118.9,5.86,150.93,168.39,1309.867,1545.7,0.06
PORT-1005,TSLA,"Tesla, Inc.",85,Consumer Cyclical,427.1492,442.1,0.92,116.79,112.58,36307.682,37578.5,1.38
PORT-1005,AMZN,"Amazon.com, Inc.",121,Consumer Cyclical,198.4505,274.0,20.97,127.24,70.26,24012.5105,33154.0,1.22
PORT-1005,JPM,JPMorgan Chase & Co.,100,Financial Services,308.2584,296.73,-7.95,134.12,102.77,30825.84,29673.0,1.09
PORT-1005,VOO,Vanguard S&P 500 ETF,54,Index Funds / ETFs,655.462,693.91,10.79,88.19,93.15,35394.948,37471.14,1.37
PORT-1005,PYPL,"PayPal Holdings, Inc.",112,Financial Services,43.3224,44.46,-23.3,-27.9,-82.76,4852.1088,4979.52,0.18
PORT-1005,PG,The Procter & Gamble Company,150,Consumer Defensive,113.5673,145.91,4.42,10.68,24.71,17035.095,21886.5,0.8
PORT-1005,ABBV,AbbVie Inc.,26,Healthcare,161.55,218.63,-3.09,76.46,135.02,4200.3,5684.38,0.21
PORT-1005,MSFT,Microsoft Corporation,51,Technology,433.3035,426.99,-9.31,33.1,79.84,22098.478499999997,21776.49,0.8
PORT-1005,PG,The Procter & Gamble Company,13,Consumer Defensive,131.2661,145.91,4.42,10.68,24.71,1706.4593,1896.83,0.07
PORT-1005,INTC,Intel Corporation,69,Technology,119.3346,120.89,206.98,292.35,132.21,8234.0874,8341.41,0.31
PORT-1005,TSLA,"Tesla, Inc.",38,Consumer Cyclical,444.7636,442.1,0.92,116.79,112.58,16901.0168,16799.8,0.62
PORT-1005,BA,The Boeing Company,25,Industrials,186.169,228.78,0.44,11.22,-10.19,4654.225,5719.5,0.21
PORT-1005,AMZN,"Amazon.com, Inc.",58,Consumer Cyclical,266.413,274.0,20.97,127.24,70.26,15451.954000000002,15892.0,0.58
PORT-1005,KO,The Coca-Cola Company,35,Consumer Defensive,65.296,80.41,17.13,47.39,68.83,2285.36,2814.35,0.1
