portfolio_id,stock_symbol,stock_name,quantity,stock_sector,purchase_price
PORT-1003,TSLA,"Tesla, Inc.",100,Consumer Cyclical,312.6556
PORT-1003,UNH,UnitedHealth Group Incorporated,144,Healthcare,372.4897
PORT-1003,GE,General Electric Company,76,Industrials,320.3821
PORT-1003,MSFT,Microsoft Corporation,79,Technology,321.8826
PORT-1003,INTC,Intel Corporation,30,Technology,98.6337
PORT-1003,WMT,Walmart Inc.,111,Consumer Defensive,130.394
PORT-1003,BA,The Boeing Company,82,Industrials,170.468
PORT-1003,JPM,JPMorgan Chase & Co.,28,Financial Services,263.3664
PORT-1003,AAPL,Apple Inc.,81,Technology,236.246
PORT-1003,WMT,Walmart Inc.,98,Consumer Defensive,104.3152
PORT-1003,GOOG,Alphabet Inc.,147,Technology,357.8919
PORT-1003,XOM,Exxon Mobil Corporation,47,Energy,149.379
PORT-1003,UNH,UnitedHealth Group Incorporated,16,Healthcare,345.609
PORT-1003,AMZN,"Amazon.com, Inc.",41,Consumer Cyclical,274.5685
PORT-1003,CVS,CVS Health Corporation,62,Healthcare,78.2595
PORT-1003,GOOG,Alphabet Inc.,49,Technology,380.9817
PORT-1003,AMZN,"Amazon.com, Inc.",26,Consumer Cyclical,277.287
PORT-1003,BA,The Boeing Company,81,Industrials,219.814
PORT-1003,ABBV,AbbVie Inc.,110,Healthcare,172.32
PORT-1003,AAPL,Apple Inc.,128,Technology,317.067
PORT-1003,QQQ,Invesco QQQ Trust,127,Index Funds / ETFs,649.2105
PORT-1003,TSLA,"Tesla, Inc.",57,Consumer Cyclical,431.5528
PORT-1004,KO,The Coca-Cola Company,46,Consumer Defensive,88.9658
PORT-1004,ABBV,AbbVie Inc.,97,Healthcare,226.17
PORT-1004,PLTR,Palantir Technologies Inc.,6,Technology,132.51
PORT-1004,MSFT,Microsoft Corporation,123,Technology,354.8962
PORT-1004,TSLA,"Tesla, Inc.",116,Consumer Cyclical,427.1492
PORT-1004,AMZN,"Amazon.com, Inc.",29,Consumer Cyclical,244.665
PORT-1004,PLTR,Palantir Technologies Inc.,149,Technology,96.7323
PORT-1004,TSLA,"Tesla, Inc.",20,Consumer Cyclical,308.252
PORT-1004,GE,General Electric Company,84,Industrials,247.4238
PORT-1004,QQQ,Invesco QQQ Trust,7,Index Funds / ETFs,802.395
PORT-1004,JPM,JPMorgan Chase & Co.,150,Financial Services,218.4744
PORT-1004,JPM,JPMorgan Chase & Co.,117,Financial Services,260.3736
PORT-1004,NVDA,NVIDIA Corporation,30,Technology,178.584
PORT-1004,WMT,Walmart Inc.,70,Consumer Defensive,105.5006
PORT-1004,AAPL,Apple Inc.,59,Technology,282.8735
PORT-1004,XOM,Exxon Mobil Corporation,13,Energy,140.505
PORT-1004,GE,General Electric Company,91,Industrials,222.047
PORT-1004,VOO,Vanguard S&P 500 ETF,63,Index Funds / ETFs,641.6628
PORT-1004,SOFI,"SoFi Technologies, Inc.",51,Financial Services,13.9062
PORT-1004,XOM,Exxon Mobil Corporation,7,Energy,150.858
PORT-1004,GOOG,Alphabet Inc.,12,Technology,288.6225
PORT-1004,VOO,Vanguard S&P 500 ETF,60,Index Funds / ETFs,593.3656
PORT-1004,VOO,Vanguard S&P 500 ETF,85,Index Funds / ETFs,524.3696
PORT-1004,WMT,Walmart Inc.,36,Consumer Defensive,114.9838
PORT-1004,BA,The Boeing Company,28,Industrials,159.253
PORT-1004,QQQ,Invesco QQQ Trust,31,Index Funds / ETFs,641.916
PORT-1004,NVDA,NVIDIA Corporation,121,Technology,178.584
PORT-1004,JPM,JPMorgan Chase & Co.,55,Financial Services,263.3664
PORT-1004,GOOG,Alphabet Inc.,23,Technology,396.3749
PORT-1004,PYPL,"PayPal Holdings, Inc.",38,Financial Services,45.0728
PORT-1004,TSLA,"Tesla, Inc.",87,Consumer Cyclical,400.7276
PORT-1004,AMZN,"Amazon.com, Inc.",76,Consumer Cyclical,282.724
PORT-1004,INTC,Intel Corporation,116,Technology,122.9877
PORT-1004,CVS,CVS Health Corporation,40,Healthcare,89.3079
PORT-1004,MSFT,Microsoft Corporation,25,Technology,309.5025
PORT-1004,PLTR,Palantir Technologies Inc.,102,Technology,125.8845
PORT-1004,WMT,Walmart Inc.,6,Consumer Defensive,119.7254
PORT-1004,JPM,JPMorgan Chase & Co.,50,Financial Services,296.2872
PORT-1004,UNH,UnitedHealth Group Incorporated,85,Healthcare,318.7283
PORT-1004,WMT,Walmart Inc.,86,Consumer Defensive,87.7196
PORT-1004,BA,The Boeing Company,73,Industrials,192.898
PORT-1004,MSFT,Microsoft Corporation,146,Technology,441.5569
PORT-1004,AAPL,Apple Inc.,108,Technology,267.331
PORT-1004,CVS,CVS Health Corporation,27,Healthcare,73.656
PORT-1004,MA,Mastercard Incorporated,38,Financial Services,524.7424
PORT-1004,GOOG,Alphabet Inc.,81,Technology,288.6225
PORT-1004,TSLA,"Tesla, Inc.",98,Consumer Cyclical,391.9204
PORT-1004,MA,Mastercard Incorporated,75,Financial Services,450.4864
PORT-1004,NVDA,NVIDIA Corporation,88,Technology,174.332
PORT-1004,TSLA,"Tesla, Inc.",85,Consumer Cyclical,479.9924
PORT-1004,PYPL,"PayPal Holdings, Inc.",31,Financial Services,45.0728
PORT-1004,PG,The Procter & Gamble Company,10,Consumer Defensive,117.992
PORT-1004,UNH,UnitedHealth Group Incorporated,99,Healthcare,330.2486
PORT-1004,PG,The Procter & Gamble Company,62,Consumer Defensive,159.2892
PORT-1004,SOFI,"SoFi Technologies, Inc.",23,Financial Services,15.3615
PORT-1004,INTC,Intel Corporation,140,Technology,108.3753
PORT-1004,ABBV,AbbVie Inc.,104,Healthcare,208.938
PORT-1004,ABBV,AbbVie Inc.,71,Healthcare,191.706
PORT-1004,ABBV,AbbVie Inc.,142,Healthcare,183.09
PORT-1004,BA,The Boeing Company,81,Industrials,168.225
PORT-1004,GOOG,Alphabet Inc.,72,Technology,392.5266
PORT-1004,VOO,Vanguard S&P 500 ETF,96,Index Funds / ETFs,676.1608
PORT-1004,CVS,CVS Health Corporation,118,Healthcare,78.2595
PORT-1004,GOOG,Alphabet Inc.,111,Technology,284.7742
PORT-1004,ABBV,AbbVie Inc.,36,Healthcare,152.934
PORT-1004,TSLA,"Tesla, Inc.",126,Consumer Cyclical,457.9744
PORT-1004,AMZN,"Amazon.com, Inc.",46,Consumer Cyclical,255.539
PORT-1004,AAPL,Apple Inc.,42,Technology,298.416
PORT-1004,PLTR,Palantir Technologies Inc.,112,Technology,119.259
PORT-1004,AAPL,Apple Inc.,59,Technology,230.029
PORT-1004,PYPL,"PayPal Holdings, Inc.",102,Financial Services,44.1976
PORT-1004,PG,The Procter & Gamble Company,60,Consumer Defensive,104.7179
PORT-1004,CVS,CVS Health Corporation,20,Healthcare,71.8146
PORT-1004,CVS,CVS Health Corporation,25,Healthcare,76.4181
PORT-1004,INTC,Intel Corporation,29,Technology,129.0762
PORT-1004,PYPL,"PayPal Holdings, Inc.",15,Financial Services,42.0096
PORT-1004,BA,The Boeing Company,39,Industrials,181.683
PORT-1004,ABBV,AbbVie Inc.,111,Healthcare,200.322
PORT-1004,PG,The Procter & Gamble Company,128,Consumer Defensive,107.6677
PORT-1004,PLTR,Palantir Technologies Inc.,15,Technology,129.8598
PORT-1004,PG,The Procter & Gamble Company,29,Consumer Defensive,148.9649
PORT-1004,QQQ,Invesco QQQ Trust,37,Index Funds / ETFs,554.382
PORT-1004,XOM,Exxon Mobil Corporation,132,Energy,136.068
PORT-1004,QQQ,Invesco QQQ Trust,28,Index Funds / ETFs,685.683
PORT-1004,ABBV,AbbVie Inc.,107,Healthcare,170.166
PORT-1004,NVDA,NVIDIA Corporation,135,Technology,206.222
PORT-1004,BA,The Boeing Company,94,Industrials,181.683
PORT-1004,GE,General Electric Company,89,Industrials,320.3821
PORT-1004,PG,The Procter & Gamble Company,43,Consumer Defensive,110.6175
PORT-1004,KO,The Coca-Cola Company,2,Consumer Defensive,62.0312
PORT-1004,GE,General Electric Company,134,Industrials,326.7263
PORT-1004,INTC,Intel Corporation,52,Technology,96.1983
PORT-1004,INTC,Intel Corporation,65,Technology,93.7629
PORT-1004,VOO,Vanguard S&P 500 ETF,44,Index Funds / ETFs,703.7592
PORT-1004,TSLA,"Tesla, Inc.",14,Consumer Cyclical,466.7816
PORT-1004,BA,The Boeing Company,39,Industrials,213.085
PORT-1004,AAPL,Apple Inc.,110,Technology,248.68
PORT-1004,NVDA,NVIDIA Corporation,28,Technology,218.978
PORT-1004,KO,The Coca-Cola Company,78,Consumer Defensive,69.377
PORT-1004,PYPL,"PayPal Holdings, Inc.",110,Financial Services,45.948
PORT-1004,AMZN,"Amazon.com, Inc.",65,Consumer Cyclical,269.1315
PORT-1004,PLTR,Palantir Technologies Inc.,39,Technology,106.008
PORT-1004,ABBV,AbbVie Inc.,100,Healthcare,213.246
PORT-1004,SOFI,"SoFi Technologies, Inc.",48,Financial Services,14.3913
PORT-1004,MA,Mastercard Incorporated,67,Financial Services,499.9904
PORT-1004,GOOG,Alphabet Inc.,41,Technology,315.5606
PORT-1004,MSFT,Microsoft Corporation,129,Technology,449.8103
PORT-1004,JPM,JPMorgan Chase & Co.,38,Financial Services,251.3952
PORT-1004,AAPL,Apple Inc.,78,Technology,230.029
PORT-1004,CVS,CVS Health Corporation,82,Healthcare,73.656
PORT-1004,ABBV,AbbVie Inc.,20,Healthcare,236.94
PORT-1004,BA,The Boeing Company,54,Industrials,170.468
PORT-1004,KO,The Coca-Cola Company,122,Consumer Defensive,61.215
PORT-1004,TSLA,"Tesla, Inc.",54,Consumer Cyclical,396.324
PORT-1004,PLTR,Palantir Technologies Inc.,91,Technology,104.6829
PORT-1004,JPM,JPMorgan Chase & Co.,78,Financial Services,305.2656
PORT-1004,AAPL,Apple Inc.,64,Technology,310.85
PORT-1004,VOO,Vanguard S&P 500 ETF,135,Index Funds / ETFs,496.7712
PORT-1004,PLTR,Palantir Technologies Inc.,8,Technology,129.8598
PORT-1004,MSFT,Microsoft Corporation,145,Technology,350.7695
PORT-1004,PLTR,Palantir Technologies Inc.,149,Technology,127.2096
PORT-1005,BA,The Boeing Company,50,Industrials,192.898
PORT-1005,MA,Mastercard Incorporated,94,Financial Services,480.1888
PORT-1005,SOFI,"SoFi Technologies, Inc.",63,Financial Services,15.5232
PORT-1005,NVDA,NVIDIA Corporation,14,Technology,155.198
PORT-1005,GOOG,Alphabet Inc.,150,Technology,404.0715
PORT-1005,CVS,CVS Health Corporation,27,Healthcare,76.4181
PORT-1005,SOFI,"SoFi Technologies, Inc.",106,Financial Services,15.5232
PORT-1005,GOOG,Alphabet Inc.,35,Technology,300.1674
PORT-1005,VOO,Vanguard S&P 500 ETF,116,Index Funds / ETFs,758.956
PORT-1005,INTC,Intel Corporation,125,Technology,114.4638
PORT-1005,NVDA,NVIDIA Corporation,20,Technology,189.214
PORT-1005,NVDA,NVIDIA Corporation,21,Technology,187.088
PORT-1005,BA,The Boeing Company,58,Industrials,181.683
PORT-1005,WMT,Walmart Inc.,7,Consumer Defensive,90.0904
PORT-1005,XOM,Exxon Mobil Corporation,23,Energy,162.69
PORT-1005,AAPL,Apple Inc.,131,Technology,261.114
PORT-1005,CVS,CVS Health Corporation,41,Healthcare,92.9907
PORT-1005,TSLA,"Tesla, Inc.",149,Consumer Cyclical,343.4808
PORT-1005,PLTR,Palantir Technologies Inc.,50,Technology,133.8351
PORT-1005,KO,The Coca-Cola Company,5,Consumer Defensive,66.9284
PORT-1005,GE,General Electric Company,122,Industrials,291.8332
PORT-1005,MA,Mastercard Incorporated,135,Financial Services,480.1888
PORT-1005,AAPL,Apple Inc.,121,Technology,267.331
PORT-1005,QQQ,Invesco QQQ Trust,104,Index Funds / ETFs,627.327
PORT-1005,UNH,UnitedHealth Group Incorporated,39,Healthcare,368.6496
PORT-1005,WMT,Walmart Inc.,9,Consumer Defensive,101.9444
PORT-1005,VOO,Vanguard S&P 500 ETF,30,Index Funds / ETFs,614.0644
PORT-1005,BA,The Boeing Company,15,Industrials,217.571
PORT-1005,GE,General Electric Company,2,Industrials,329.8984
PORT-1005,CVS,CVS Health Corporation,4,Healthcare,75.4974
PORT-1005,VOO,Vanguard S&P 500 ETF,148,Index Funds / ETFs,703.7592
PORT-1005,INTC,Intel Corporation,69,Technology,124.2054
PORT-1005,MSFT,Microsoft Corporation,132,Technology,359.0229
PORT-1005,GOOG,Alphabet Inc.,133,Technology,423.313
PORT-1005,WMT,Walmart Inc.,82,Consumer Defensive,93.6466
PORT-1005,XOM,Exxon Mobil Corporation,8,Energy,147.9
PORT-1005,XOM,Exxon Mobil Corporation,35,Energy,122.757
PORT-1005,BA,The Boeing Company,83,Industrials,237.758
PORT-1005,MSFT,Microsoft Corporation,57,Technology,342.5161
PORT-1005,BA,The Boeing Company,48,Industrials,219.814
PORT-1005,WMT,Walmart Inc.,60,Consumer Defensive,109.0568
PORT-1005,MA,Mastercard Incorporated,80,Financial Services,351.4784
PORT-1005,AMZN,"Amazon.com, Inc.",16,Consumer Cyclical,222.917
PORT-1005,CVS,CVS Health Corporation,39,Healthcare,76.4181
PORT-1005,MA,Mastercard Incorporated,87,Financial Services,445.536
PORT-1005,MSFT,Microsoft Corporation,22,Technology,433.3035
PORT-1005,MA,Mastercard Incorporated,15,Financial Services,529.6928
PORT-1005,QQQ,Invesco QQQ Trust,138,Index Funds / ETFs,663.7995
PORT-1005,INTC,Intel Corporation,113,Technology,115.6815
PORT-1005,XOM,Exxon Mobil Corporation,30,Energy,152.337
PORT-1005,KO,The Coca-Cola Company,81,Consumer Defensive,85.701
PORT-1005,VOO,Vanguard S&P 500 ETF,78,Index Funds / ETFs,538.1688
PORT-1005,ABBV,AbbVie Inc.,96,Healthcare,187.398
PORT-1005,PYPL,"PayPal Holdings, Inc.",78,Financial Services,35.8832
PORT-1005,ABBV,AbbVie Inc.,27,Healthcare,178.782
PORT-1005,AAPL,Apple Inc.,13,Technology,220.7035
PORT-1005,UNH,UnitedHealth Group Incorporated,119,Healthcare,387.8501
PORT-1005,UNH,UnitedHealth Group Incorporated,70,Healthcare,380.1699
PORT-1005,GE,General Electric Company,90,Industrials,241.0796
PORT-1005,GE,General Electric Company,53,Industrials,250.5959
PORT-1005,MA,Mastercard Incorporated,8,Financial Services,539.5936
PORT-1005,PG,The Procter & Gamble Company,12,Consumer Defensive,159.2892
PORT-1005,WMT,Walmart Inc.,64,Consumer Defensive,112.613
PORT-1005,QQQ,Invesco QQQ Trust,38,Index Funds / ETFs,576.2655
PORT-1005,PG,The Procter & Gamble Company,13,Consumer Defensive,116.5171
PORT-1005,VOO,Vanguard S&P 500 ETF,118,Index Funds / ETFs,696.8596
PORT-1005,AAPL,Apple Inc.,76,Technology,258.0055
PORT-1005,VOO,Vanguard S&P 500 ETF,90,Index Funds / ETFs,758.956
PORT-1005,MA,Mastercard Incorporated,53,Financial Services,420.784
PORT-1005,QQQ,Invesco QQQ Trust,83,Index Funds / ETFs,736.7445
PORT-1005,TSLA,"Tesla, Inc.",118,Consumer Cyclical,334.6736
PORT-1005,GOOG,Alphabet Inc.,143,Technology,277.0776
PORT-1005,SOFI,"SoFi Technologies, Inc.",107,Financial Services,12.7743
PORT-1005,GE,General Electric Company,147,Industrials,310.8658
PORT-1005,QQQ,Invesco QQQ Trust,22,Index Funds / ETFs,663.7995
PORT-1005,SOFI,"SoFi Technologies, Inc.",116,Financial Services,11.9658
PORT-1005,INTC,Intel Corporation,88,Technology,114.4638
PORT-1005,KO,The Coca-Cola Company,86,Consumer Defensive,66.1122
PORT-1005,WMT,Walmart Inc.,127,Consumer Defensive,84.1634
PORT-1005,KO,The Coca-Cola Company,120,Consumer Defensive,71.8256
PORT-1005,AMZN,"Amazon.com, Inc.",125,Consumer Cyclical,244.665
PORT-1005,MA,Mastercard Incorporated,42,Financial Services,544.544
PORT-1005,PYPL,"PayPal Holdings, Inc.",29,Financial Services,32.3824
PORT-1005,WMT,Walmart Inc.,109,Consumer Defensive,122.0962
PORT-1005,TSLA,"Tesla, Inc.",129,Consumer Cyclical,312.6556
PORT-1005,AAPL,Apple Inc.,88,Technology,242.463
PORT-1005,PLTR,Palantir Technologies Inc.,56,Technology,109.9833
PORT-1005,TSLA,"Tesla, Inc.",142,Consumer Cyclical,449.1672
PORT-1005,GE,General Electric Company,140,Industrials,314.0379
PORT-1005,SOFI,"SoFi Technologies, Inc.",135,Financial Services,16.9785
PORT-1005,PYPL,"PayPal Holdings, Inc.",28,Financial Services,33.2576
PORT-1005,PYPL,"PayPal Holdings, Inc.",45,Financial Services,47.2608
PORT-1005,NVDA,NVIDIA Corporation,110,Technology,159.45
PORT-1005,MSFT,Microsoft Corporation,131,Technology,301.2491
PORT-1005,PG,The Procter & Gamble Company,64,Consumer Defensive,134.2159
PORT-1005,PYPL,"PayPal Holdings, Inc.",132,Financial Services,37.196
PORT-1005,JPM,JPMorgan Chase & Co.,36,Financial Services,302.2728
PORT-1005,AAPL,Apple Inc.,101,Technology,282.8735
PORT-1005,PG,The Procter & Gamble Company,55,Consumer Defensive,150.4398
PORT-1005,UNH,UnitedHealth Group Incorporated,79,Healthcare,387.8501
PORT-1005,AMZN,"Amazon.com, Inc.",61,Consumer Cyclical,277.287
PORT-1005,SOFI,"SoFi Technologies, Inc.",103,Financial Services,12.7743
PORT-1005,MA,Mastercard Incorporated,11,Financial Services,400.9824
PORT-1005,WMT,Walmart Inc.,13,Consumer Defensive,100.759
PORT-1005,TSLA,"Tesla, Inc.",85,Consumer Cyclical,427.1492
PORT-1005,AMZN,"Amazon.com, Inc.",121,Consumer Cyclical,198.4505
PORT-1005,JPM,JPMorgan Chase & Co.,100,Financial Services,308.2584
PORT-1005,VOO,Vanguard S&P 500 ETF,54,Index Funds / ETFs,655.462
PORT-1005,PYPL,"PayPal Holdings, Inc.",112,Financial Services,43.3224
PORT-1005,PG,The Procter & Gamble Company,150,Consumer Defensive,113.5673
PORT-1005,ABBV,AbbVie Inc.,26,Healthcare,161.55
PORT-1005,MSFT,Microsoft Corporation,51,Technology,433.3035
PORT-1005,PG,The Procter & Gamble Company,13,Consumer Defensive,131.2661
PORT-1005,INTC,Intel Corporation,69,Technology,119.3346
PORT-1005,TSLA,"Tesla, Inc.",38,Consumer Cyclical,444.7636
PORT-1005,BA,The Boeing Company,25,Industrials,186.169
PORT-1005,AMZN,"Amazon.com, Inc.",58,Consumer Cyclical,266.413
PORT-1005,KO,The Coca-Cola Company,35,Consumer Defensive,65.296
PORT-1005,XOM,Exxon Mobil Corporation,79,Energy,147.9
PORT-1005,BA,The Boeing Company,129,Industrials,192.898
PORT-1005,BA,The Boeing Company,100,Industrials,226.543
PORT-1005,NVDA,NVIDIA Corporation,139,Technology,157.324
PORT-1005,CVS,CVS Health Corporation,51,Healthcare,78.2595
PORT-1005,UNH,UnitedHealth Group Incorporated,49,Healthcare,407.0506
PORT-1006,ABBV,AbbVie Inc.,38,Healthcare,176.628
PORT-1006,SOFI,"SoFi Technologies, Inc.",150,Financial Services,17.1402
PORT-1006,XOM,Exxon Mobil Corporation,38,Energy,106.488
PORT-1006,VOO,Vanguard S&P 500 ETF,114,Index Funds / ETFs,655.462
PORT-1006,WMT,Walmart Inc.,148,Consumer Defensive,85.3488
PORT-1006,JPM,JPMorgan Chase & Co.,90,Financial Services,290.3016
PORT-1006,PYPL,"PayPal Holdings, Inc.",130,Financial Services,48.136
PORT-1006,JPM,JPMorgan Chase & Co.,7,Financial Services,242.4168
PORT-1006,QQQ,Invesco QQQ Trust,147,Index Funds / ETFs,663.7995
PORT-1006,GOOG,Alphabet Inc.,44,Technology,311.7123
PORT-1006,UNH,UnitedHealth Group Incorporated,111,Healthcare,326.4085
PORT-1006,PLTR,Palantir Technologies Inc.,98,Technology,120.5841
PORT-1006,CVS,CVS Health Corporation,36,Healthcare,86.5458
PORT-1006,QQQ,Invesco QQQ Trust,95,Index Funds / ETFs,554.382
PORT-1006,ABBV,AbbVie Inc.,123,Healthcare,204.63
PORT-1006,AMZN,"Amazon.com, Inc.",40,Consumer Cyclical,255.539
PORT-1006,MSFT,Microsoft Corporation,86,Technology,309.5025
PORT-1006,AMZN,"Amazon.com, Inc.",12,Consumer Cyclical,193.0135
PORT-1006,JPM,JPMorgan Chase & Co.,87,Financial Services,209.496
PORT-1006,PLTR,Palantir Technologies Inc.,138,Technology,123.2343
PORT-1006,CVS,CVS Health Corporation,52,Healthcare,78.2595
PORT-1006,JPM,JPMorgan Chase & Co.,136,Financial Services,272.3448
PORT-1006,AMZN,"Amazon.com, Inc.",23,Consumer Cyclical,231.0725
PORT-1006,ABBV,AbbVie Inc.,124,Healthcare,228.324
PORT-1006,PG,The Procter & Gamble Company,81,Consumer Defensive,162.239
PORT-1006,TSLA,"Tesla, Inc.",143,Consumer Cyclical,457.9744
PORT-1006,MA,Mastercard Incorporated,121,Financial Services,415.8336
PORT-1006,NVDA,NVIDIA Corporation,19,Technology,214.726
PORT-1006,PLTR,Palantir Technologies Inc.,134,Technology,98.0574
PORT-1006,SOFI,"SoFi Technologies, Inc.",139,Financial Services,17.1402
PORT-1006,BA,The Boeing Company,145,Industrials,217.571
PORT-1006,TSLA,"Tesla, Inc.",91,Consumer Cyclical,330.27
PORT-1006,CVS,CVS Health Corporation,114,Healthcare,90.2286
PORT-1006,QQQ,Invesco QQQ Trust,38,Index Funds / ETFs,765.9225
PORT-1006,MA,Mastercard Incorporated,27,Financial Services,410.8832
PORT-1006,WMT,Walmart Inc.,70,Consumer Defensive,100.759
PORT-1006,BA,The Boeing Company,4,Industrials,228.786
PORT-1006,KO,The Coca-Cola Company,6,Consumer Defensive,75.9066
PORT-1006,NVDA,NVIDIA Corporation,69,Technology,178.584
PORT-1006,MSFT,Microsoft Corporation,39,Technology,425.0501
PORT-1006,NVDA,NVIDIA Corporation,131,Technology,229.608
PORT-1006,MSFT,Microsoft Corporation,145,Technology,288.869
PORT-1006,UNH,UnitedHealth Group Incorporated,96,Healthcare,349.4491
PORT-1006,PYPL,"PayPal Holdings, Inc.",88,Financial Services,45.5104
PORT-1006,QQQ,Invesco QQQ Trust,46,Index Funds / ETFs,751.3335
PORT-1006,AMZN,"Amazon.com, Inc.",85,Consumer Cyclical,217.48
PORT-1006,GE,General Electric Company,15,Industrials,333.0705
PORT-1006,UNH,UnitedHealth Group Incorporated,42,Healthcare,322.5684
PORT-1006,QQQ,Invesco QQQ Trust,4,Index Funds / ETFs,736.7445
PORT-1006,ABBV,AbbVie Inc.,80,Healthcare,155.088
PORT-1006,PYPL,"PayPal Holdings, Inc.",12,Financial Services,39.384
PORT-1006,UNH,UnitedHealth Group Incorporated,134,Healthcare,272.6471
PORT-1006,TSLA,"Tesla, Inc.",132,Consumer Cyclical,466.7816
PORT-1006,MSFT,Microsoft Corporation,131,Technology,305.3758
PORT-1006,QQQ,Invesco QQQ Trust,58,Index Funds / ETFs,722.1555
PORT-1006,XOM,Exxon Mobil Corporation,69,Energy,139.026
PORT-1006,PG,The Procter & Gamble Company,81,Consumer Defensive,129.7912
PORT-1006,PG,The Procter & Gamble Company,4,Consumer Defensive,153.3896
PORT-1006,SOFI,"SoFi Technologies, Inc.",73,Financial Services,13.7445
PORT-1006,UNH,UnitedHealth Group Incorporated,113,Healthcare,303.3679
PORT-1006,UNH,UnitedHealth Group Incorporated,36,Healthcare,303.3679
PORT-1006,PLTR,Palantir Technologies Inc.,94,Technology,133.8351
PORT-1006,PG,The Procter & Gamble Company,5,Consumer Defensive,115.0422
PORT-1006,SOFI,"SoFi Technologies, Inc.",19,Financial Services,14.8764
PORT-1006,CVS,CVS Health Corporation,77,Healthcare,94.8321
PORT-1006,AMZN,"Amazon.com, Inc.",54,Consumer Cyclical,244.665
PORT-1006,PLTR,Palantir Technologies Inc.,12,Technology,99.3825
PORT-1006,NVDA,NVIDIA Corporation,17,Technology,227.482
PORT-1006,GE,General Electric Company,68,Industrials,329.8984
PORT-1006,WMT,Walmart Inc.,45,Consumer Defensive,103.1298
PORT-1006,AMZN,"Amazon.com, Inc.",80,Consumer Cyclical,290.8795
PORT-1006,XOM,Exxon Mobil Corporation,135,Energy,130.152
PORT-1006,NVDA,NVIDIA Corporation,141,Technology,155.198
PORT-1006,GE,General Electric Company,35,Industrials,336.2426
PORT-1006,CVS,CVS Health Corporation,57,Healthcare,86.5458
PORT-1006,AAPL,Apple Inc.,36,Technology,292.199
PORT-1006,VOO,Vanguard S&P 500 ETF,4,Index Funds / ETFs,689.96
PORT-1006,PG,The Procter & Gamble Company,87,Consumer Defensive,131.2661
PORT-1006,XOM,Exxon Mobil Corporation,93,Energy,137.547
PORT-1006,GOOG,Alphabet Inc.,66,Technology,269.381
PORT-1006,JPM,JPMorgan Chase & Co.,40,Financial Services,278.3304
PORT-1006,VOO,Vanguard S&P 500 ETF,38,Index Funds / ETFs,558.8676
PORT-1006,INTC,Intel Corporation,113,Technology,94.9806
PORT-1006,QQQ,Invesco QQQ Trust,6,Index Funds / ETFs,656.505
PORT-1006,ABBV,AbbVie Inc.,141,Healthcare,185.244
PORT-1006,AAPL,Apple Inc.,104,Technology,261.114
PORT-1006,CVS,CVS Health Corporation,125,Healthcare,84.7044
PORT-1006,VOO,Vanguard S&P 500 ETF,108,Index Funds / ETFs,703.7592
PORT-1006,WMT,Walmart Inc.,37,Consumer Defensive,130.394
PORT-1006,NVDA,NVIDIA Corporation,89,Technology,153.072
PORT-1006,PLTR,Palantir Technologies Inc.,41,Technology,116.6088
PORT-1006,INTC,Intel Corporation,86,Technology,104.7222
PORT-1006,MA,Mastercard Incorporated,65,Financial Services,524.7424
PORT-1006,WMT,Walmart Inc.,44,Consumer Defensive,106.686
PORT-1006,VOO,Vanguard S&P 500 ETF,73,Index Funds / ETFs,551.968
PORT-1006,KO,The Coca-Cola Company,36,Consumer Defensive,75.9066
PORT-1006,BA,The Boeing Company,19,Industrials,246.73
PORT-1006,ABBV,AbbVie Inc.,96,Healthcare,185.244
PORT-1006,PG,The Procter & Gamble Company,149,Consumer Defensive,110.6175
PORT-1006,PG,The Procter & Gamble Company,111,Consumer Defensive,156.3394
PORT-1006,GOOG,Alphabet Inc.,27,Technology,350.1953
PORT-1006,KO,The Coca-Cola Company,21,Consumer Defensive,85.701
PORT-1006,ABBV,AbbVie Inc.,102,Healthcare,174.474
PORT-1006,CVS,CVS Health Corporation,2,Healthcare,78.2595
PORT-1006,SOFI,"SoFi Technologies, Inc.",42,Financial Services,12.936
PORT-1006,MA,Mastercard Incorporated,113,Financial Services,475.2384
PORT-1006,WMT,Walmart Inc.,39,Consumer Defensive,113.7984
PORT-1006,TSLA,"Tesla, Inc.",24,Consumer Cyclical,365.4988
PORT-1006,BA,The Boeing Company,145,Industrials,242.244
PORT-1006,BA,The Boeing Company,137,Industrials,165.982
PORT-1006,INTC,Intel Corporation,148,Technology,98.6337
PORT-1006,GOOG,Alphabet Inc.,147,Technology,373.2851
PORT-1006,QQQ,Invesco QQQ Trust,51,Index Funds / ETFs,612.738
PORT-1006,VOO,Vanguard S&P 500 ETF,23,Index Funds / ETFs,738.2572
PORT-1006,PYPL,"PayPal Holdings, Inc.",60,Financial Services,45.0728
PORT-1006,ABBV,AbbVie Inc.,144,Healthcare,228.324
PORT-1006,UNH,UnitedHealth Group Incorporated,36,Healthcare,368.6496
PORT-1006,KO,The Coca-Cola Company,1,Consumer Defensive,71.0094
PORT-1006,INTC,Intel Corporation,30,Technology,90.1098
PORT-1006,MA,Mastercard Incorporated,16,Financial Services,475.2384
PORT-1006,QQQ,Invesco QQQ Trust,58,Index Funds / ETFs,517.9095
PORT-1006,MA,Mastercard Incorporated,134,Financial Services,460.3872
PORT-1006,CVS,CVS Health Corporation,72,Healthcare,70.8939
